event_id,issue_id,actor_id,action,action_specification,created_at
"235860469","9700302","13194","mentioned",\N,"2015-02-14 15:28:24"
"235860470","9700302","13194","subscribed",\N,"2015-02-14 15:28:24"
"243686004","9700302","4073667","labeled",\N,"2015-02-28 01:13:30"
"243686005","9700302","4073667","unlabeled",\N,"2015-02-28 01:13:30"
"243686011","9700302","4073667","milestoned",\N,"2015-02-28 01:13:33"
"247213735","9700302","3965447","referenced","a5e8569d94b29e1de5b2823846845c382583f9bc","2015-03-05 23:35:17"
"247214381","9700302","3965447","referenced","3c03bfff552201038bc63d80c7aeb9ffa96b2283","2015-03-05 23:36:37"
"247224465","9700302","3965447","referenced","cd0971213782dedf25065808287b3e97d16c2ab3","2015-03-05 23:58:59"
"248750191","9700302","3965447","referenced","a05cd62f042d4debbe8f9e3742d273a316aca511","2015-03-09 17:22:39"
"248875921","9700302","3965447","referenced","68f6018d57be6f62c8a0a7116c318ac05d1c6bd4","2015-03-09 20:13:59"
"249474591","9700302","3965447","referenced","120dba474ea70b2d8a19ef718515f0fdd22b6f48","2015-03-10 15:57:09"
"254313065","9700302","1071318","referenced","3e29b62b476062b0d6effcd7771c374b98c951aa","2015-03-15 07:39:53"
"262426509","9700302","110375","referenced","66d4aa6978e936d48ac9e9347accd5f6b6fb06f4","2015-03-23 14:13:52"
"267488134","9700302","4073667","closed",\N,"2015-03-28 05:43:06"
"132789201","9700654","469958","labeled",\N,"2014-06-18 16:53:58"
"139355737","9700654","4239911","assigned",\N,"2014-07-08 15:42:24"
"139355775","9700654","4239911","mentioned",\N,"2014-07-08 15:42:27"
